Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,Attrition
37,3,1225,2,10,2,2,4,4,1,7,4,3,4680,15232,3,1,1,0,4,3,1,0,0,0
50,3,1207,2,28,1,4,4,4,1,2,3,2,3221,3297,1,2,3,3,20,3,20,8,8,0
34,3,1442,2,9,3,4,4,2,3,1,2,3,8621,17654,1,1,2,0,9,4,8,7,7,0
24,3,693,3,3,2,2,1,3,2,8,3,3,4577,24785,9,1,1,0,4,3,2,2,0,1
39,3,408,2,2,4,6,4,2,2,1,3,3,4553,20978,1,1,1,0,20,3,20,7,10,0
32,3,929,3,10,3,3,4,3,2,8,4,3,5396,21703,1,1,4,0,10,2,10,7,8,0
50,2,562,3,8,2,6,2,3,2,8,3,2,6796,23452,3,2,1,1,18,3,4,3,3,1
38,3,827,2,1,4,2,2,4,2,1,4,3,7625,19383,0,1,3,0,10,2,9,7,8,0
27,3,608,2,1,2,2,3,3,3,5,1,2,7412,6009,1,1,4,0,9,3,9,7,7,0
32,3,1018,2,3,2,2,3,3,3,6,4,3,11159,19373,3,1,4,0,10,3,7,7,7,0
47,3,703,3,14,4,3,4,3,2,8,1,3,4960,11825,2,1,4,0,20,3,7,7,7,0
40,2,580,3,5,4,2,4,2,3,8,1,2,10475,23772,5,2,3,1,20,3,18,13,12,0
53,3,970,2,7,3,2,3,4,4,6,3,2,14814,13514,3,1,3,0,32,3,5,1,3,0
41,3,427,1,10,4,1,2,2,5,3,4,1,19141,8861,3,1,2,3,23,2,21,6,6,0
60,3,1179,3,16,4,3,1,3,2,8,1,3,5405,11924,8,1,4,0,10,3,2,2,2,0
27,2,294,2,10,2,2,4,3,3,5,1,1,8793,4809,1,1,3,2,9,2,9,7,7,0
41,3,314,1,1,3,1,4,2,5,3,3,2,19189,19562,1,1,2,1,22,3,22,7,10,0
50,3,316,3,8,4,3,4,3,1,9,2,2,3875,9983,7,1,4,1,4,3,2,2,2,0
28,3,654,2,1,2,2,1,1,1,7,2,3,2216,3872,7,2,4,0,10,3,7,7,7,1
36,1,427,2,8,3,2,1,4,3,6,1,2,11713,20335,9,1,1,1,10,3,8,7,5,0
38,3,168,2,1,3,2,3,3,3,5,3,3,7861,15397,4,2,4,0,10,4,1,0,0,0
44,1,381,2,24,3,4,1,1,1,2,3,3,3708,2104,2,1,3,0,9,3,5,2,4,0
47,2,217,3,3,3,4,4,3,4,8,3,1,13770,10225,9,2,4,2,28,2,22,2,13,0
30,3,501,3,27,5,3,3,3,2,8,4,1,5304,25275,7,1,4,1,10,2,8,7,7,0
29,3,1396,3,10,3,2,3,3,1,9,3,3,2642,2755,1,1,3,0,1,3,1,0,0,0
42,2,933,2,19,3,4,3,4,1,7,3,1,2759,20366,6,2,4,0,7,3,2,2,2,1
43,2,775,3,15,3,2,4,2,2,8,4,2,6804,23683,3,1,3,1,7,3,2,2,2,0
34,3,970,2,8,2,4,2,3,2,1,3,3,6142,7360,3,1,4,0,10,3,5,1,3,0
23,3,650,2,9,1,4,2,3,1,2,1,2,2500,4344,1,1,4,1,5,4,4,3,2,0
39,3,141,1,3,3,1,3,4,2,4,2,2,6389,18767,9,1,3,1,12,1,8,3,6,0
56,3,832,2,9,3,4,3,3,4,1,4,2,11103,20420,7,1,3,0,30,2,10,7,1,0
40,3,804,2,2,1,4,4,2,1,7,4,3,2342,22929,0,2,4,0,5,2,4,2,3,0
27,3,975,2,7,3,4,4,2,2,1,1,3,6811,23398,8,1,1,0,9,1,7,6,7,0
29,3,1090,3,10,3,3,4,3,1,9,2,1,2297,17967,1,1,4,2,2,3,2,2,2,0
53,3,346,2,6,3,2,4,3,2,2,4,3,2450,10919,2,1,4,0,19,3,2,2,2,0
35,1,1225,2,2,4,2,4,3,2,1,1,1,5093,4761,2,1,1,1,16,4,1,0,0,0
32,2,430,2,24,4,2,1,3,2,2,4,2,5309,21146,1,1,4,2,10,3,10,8,7,0
38,3,268,2,2,5,4,4,3,1,7,3,2,3057,20471,6,2,2,1,6,1,1,0,1,0
34,3,167,2,8,5,2,2,3,2,5,1,1,5121,4187,3,1,3,1,7,3,0,0,0,0
52,3,621,3,3,4,3,3,2,4,3,1,2,16856,10084,1,1,1,0,34,4,34,6,16,0
33,3,527,2,1,4,5,4,3,1,7,4,3,2686,5207,1,2,3,0,10,2,10,9,8,1
25,3,883,3,26,1,4,3,3,2,8,4,3,6180,22807,1,1,2,0,6,2,6,5,4,0
45,3,954,3,2,2,6,2,1,2,9,3,3,6632,12388,0,1,1,0,9,3,8,7,1,0
23,3,310,2,10,1,4,1,4,1,7,3,3,3505,19630,1,1,4,0,2,3,2,2,2,0
47,2,719,3,27,2,2,2,4,2,8,3,3,6397,10339,4,2,4,0,8,3,5,4,3,1
34,3,304,3,2,3,5,4,3,2,8,4,3,6274,18686,1,1,3,0,6,3,6,5,4,0
55,3,725,2,2,3,4,4,3,5,3,1,2,19859,21199,5,2,4,1,24,3,5,2,4,1
36,1,1434,3,8,4,2,1,2,3,8,1,3,7587,14229,1,1,2,0,10,3,10,7,9,0
52,1,715,2,19,4,4,4,3,1,7,4,2,4258,26589,0,1,1,1,5,3,4,3,2,0
26,2,575,2,1,2,2,1,1,1,2,4,1,4364,5288,3,1,1,1,5,3,2,2,0,0
29,3,657,2,27,3,4,2,3,2,1,3,2,4335,25549,4,1,1,1,11,2,8,7,1,0
26,3,1146,3,8,3,6,4,2,2,8,1,3,5326,3064,6,1,3,0,6,2,4,3,2,1
34,3,182,2,1,4,2,2,4,1,7,4,3,3280,13551,2,1,3,0,10,3,4,2,3,0
54,3,376,2,19,4,4,4,3,2,5,1,1,5485,22670,9,2,2,2,9,3,5,3,4,0
27,2,829,3,8,1,3,3,3,2,8,4,2,4342,24008,0,1,2,1,5,3,4,2,1,0
37,3,571,2,10,1,2,4,3,1,7,1,1,2782,19905,0,2,2,2,6,2,5,3,3,0
38,2,240,2,2,4,2,1,4,2,5,1,3,5980,26085,6,2,4,0,17,3,15,7,12,0
34,3,121,2,2,4,4,3,2,1,7,1,3,4381,7530,1,1,3,0,6,3,6,5,3,0
35,3,384,3,8,4,2,1,3,1,9,4,2,2572,20317,1,1,2,1,3,2,3,2,2,0
30,3,921,2,1,3,2,4,1,1,2,3,2,3833,24375,3,1,3,2,7,3,2,2,2,0
40,2,791,2,2,2,4,3,4,2,1,2,2,4244,9931,1,1,4,1,8,3,8,7,7,0
34,3,1111,3,8,2,2,3,3,2,8,1,2,6500,13305,5,1,2,1,6,3,3,2,2,0
42,2,570,2,8,3,2,2,3,5,3,4,1,18430,16225,1,1,2,1,24,2,24,7,9,0
23,3,1243,2,6,3,2,3,4,1,2,1,2,1601,3445,1,2,3,2,1,3,0,0,0,1
24,1,1092,2,9,3,2,3,2,1,2,2,1,2694,26551,1,1,3,3,1,3,1,0,0,0
52,3,1325,2,11,4,2,4,3,2,2,3,2,3149,21821,8,1,2,1,9,3,5,2,4,0
50,3,691,2,2,3,4,3,3,4,6,3,2,17639,6881,5,1,4,0,30,3,4,3,3,0
29,3,805,2,1,2,2,2,2,1,2,1,2,2319,6689,1,2,4,1,1,3,1,0,0,1
33,3,213,2,7,3,4,3,3,3,6,3,2,11691,25995,0,1,4,0,14,4,13,9,7,0
33,3,118,3,16,3,3,1,3,2,8,1,3,5324,26507,5,1,3,0,6,3,3,2,2,1
47,3,202,2,2,2,5,3,3,4,3,4,2,16752,12982,1,2,3,1,26,2,26,14,0,0
36,3,676,2,1,3,5,3,3,2,5,2,2,5228,23361,0,1,1,1,10,3,9,7,5,0
29,3,1252,2,23,2,2,3,4,1,7,3,2,2700,23779,1,1,3,1,10,3,10,7,7,0
58,3,286,2,2,4,2,4,3,5,6,2,3,19246,25761,7,2,4,0,40,3,31,15,8,1
35,3,1258,2,1,4,2,4,4,1,7,3,3,2506,13301,3,1,3,0,7,3,2,2,2,0
42,3,932,2,1,2,2,4,2,2,5,4,2,6062,4051,9,2,4,1,8,3,4,3,2,0
28,3,890,2,2,4,4,3,3,1,7,3,3,4382,16374,6,1,4,0,5,2,2,2,1,1
36,3,1041,1,13,3,1,3,3,1,4,2,2,2143,25527,4,1,2,1,8,3,5,2,4,0
32,3,859,2,4,3,2,3,2,2,5,3,2,6162,19124,1,1,3,1,14,3,14,13,8,0
40,2,720,2,16,4,4,1,2,2,2,3,3,5094,11983,6,1,4,0,10,3,1,0,0,0
30,3,946,2,2,3,4,3,2,2,5,4,3,6877,20234,5,2,2,0,12,2,0,0,0,0
45,3,252,2,2,3,2,2,2,1,7,3,3,2274,6153,1,1,4,0,1,3,1,0,0,0
42,3,933,2,29,3,2,2,3,2,5,2,2,4434,11806,1,1,4,1,10,2,9,8,8,0
38,2,471,2,12,3,2,1,2,2,1,1,1,6288,4284,2,1,3,1,13,2,4,3,2,0
34,2,702,2,16,4,2,3,2,1,7,4,3,2553,8306,1,1,3,0,6,3,5,2,3,0
49,3,1184,3,11,3,3,3,3,3,8,4,2,7654,5860,1,1,1,2,9,4,9,8,7,1
55,3,436,3,2,1,4,3,3,2,8,4,3,5160,21519,4,1,3,0,12,2,9,7,3,1
43,3,589,2,14,2,2,2,3,4,6,1,2,17159,5200,6,1,3,1,22,3,4,1,0,0
27,3,269,2,5,1,6,3,2,3,6,4,1,12808,8842,1,2,2,1,9,3,9,8,8,0
35,3,950,2,7,3,5,3,3,3,5,3,3,10221,18869,3,1,2,0,17,4,8,5,6,0
28,3,760,3,2,4,3,2,3,2,8,2,2,4779,3698,1,2,1,0,8,3,8,7,5,0
34,3,829,1,3,2,1,3,3,1,4,4,2,3737,2243,0,1,3,1,4,1,3,2,2,0
26,2,887,2,5,2,4,3,2,1,7,3,2,2366,20898,1,2,1,1,8,3,8,7,7,1
27,1,443,2,3,3,4,4,3,1,7,4,2,1706,16571,1,1,3,3,0,2,0,0,0,0
51,3,1318,3,26,4,3,1,3,4,3,3,2,16307,5594,2,1,3,1,29,2,20,6,17,0
44,3,625,2,4,3,4,4,3,2,1,2,3,5933,5197,9,1,4,0,10,2,5,2,3,0
25,3,180,2,2,1,4,1,4,1,7,1,3,3424,21632,7,1,3,0,6,2,4,3,1,0
33,3,586,3,1,3,4,1,4,2,8,1,1,4037,21816,1,1,1,1,9,3,9,8,8,0
35,3,1343,2,27,1,4,3,2,1,7,1,3,2559,17852,1,1,4,0,6,2,6,5,1,0
36,3,928,3,1,2,2,2,3,2,8,4,2,6201,2823,1,2,4,1,18,2,18,14,11,0
32,3,117,3,13,4,2,2,3,2,8,4,1,4403,9250,2,1,3,1,8,2,5,2,3,0
30,2,1012,2,5,4,2,2,2,1,7,4,1,3761,2373,9,1,2,1,10,2,5,4,3,0
53,3,661,3,7,2,3,1,2,3,8,4,2,10934,20715,7,2,4,1,35,3,5,2,4,0
45,3,930,3,9,3,3,4,3,3,8,1,1,10761,19239,4,2,3,1,18,3,5,4,2,0
32,3,638,2,8,2,4,3,4,2,7,3,2,5175,22162,5,1,3,1,9,2,5,3,3,0
52,2,890,2,25,4,4,3,2,4,5,4,2,13826,19028,3,1,3,0,31,3,9,8,0,0
37,3,342,3,16,4,3,4,2,2,8,3,1,6334,24558,4,1,4,2,9,3,1,0,0,0
28,3,1169,1,8,2,4,2,2,1,4,4,1,4936,23965,1,1,4,1,6,3,5,1,4,0
22,3,1230,2,1,2,2,4,2,2,5,4,2,4775,19146,6,1,1,2,4,1,2,2,2,0
44,3,986,2,8,4,2,1,4,1,2,4,2,2818,5044,2,2,3,1,10,2,3,2,2,0
42,2,1271,2,2,1,4,2,3,1,7,4,3,2515,9068,5,2,4,0,8,3,2,1,2,0
36,3,1278,1,8,3,2,1,2,1,4,1,2,2342,8635,0,1,3,0,6,3,5,4,3,0
25,3,141,3,3,1,5,3,3,2,8,1,2,4194,14363,1,2,4,0,5,3,5,3,3,0
35,3,607,2,9,3,2,4,2,3,5,3,2,10685,23457,1,2,2,1,17,3,17,14,15,0
35,2,130,2,25,4,2,4,3,1,7,2,1,2022,16612,1,2,1,1,10,2,10,2,8,1
32,1,300,2,1,3,2,4,3,1,2,4,1,2314,9148,0,1,2,1,4,3,3,0,2,0
25,3,583,3,4,1,3,3,2,2,8,1,2,4256,18154,1,1,1,0,5,4,5,2,3,0
49,3,1418,2,1,3,6,3,3,1,7,1,2,3580,10554,2,1,2,1,7,3,4,2,2,0
24,1,1269,2,4,1,2,1,2,1,2,4,2,3162,10778,0,1,4,0,6,2,5,2,4,0
32,2,379,3,5,2,2,2,3,2,8,2,2,6524,8891,1,1,4,1,10,3,10,8,3,0
38,3,395,3,9,3,3,2,2,1,9,2,2,2899,12102,0,1,4,1,3,3,2,2,2,0
42,3,1265,2,3,3,2,3,4,2,2,4,2,5231,23726,2,2,2,1,17,2,5,3,3,0
31,3,1222,2,11,4,2,4,3,1,7,4,2,2356,14871,3,2,2,1,8,3,6,4,2,0
29,3,341,3,1,3,4,2,2,1,9,3,1,2800,23522,6,2,3,3,5,3,3,2,2,1
53,3,868,3,8,3,3,1,3,4,8,4,2,11836,22789,5,1,3,1,28,3,2,0,2,0
35,3,672,2,25,3,6,4,2,3,5,2,2,10903,9129,3,1,1,0,16,3,13,10,8,0
37,2,1231,3,21,2,4,3,3,1,9,4,2,2973,21222,5,1,2,1,10,3,5,4,0,0
53,3,102,2,23,4,2,4,3,4,6,4,3,14275,20206,6,1,3,0,33,3,12,9,8,0
43,2,422,2,1,3,2,4,3,2,1,4,2,5562,21782,4,1,2,1,12,2,5,2,2,0
47,3,249,3,2,2,3,3,3,2,8,4,2,4537,17783,0,2,1,1,8,3,7,6,7,0
37,1,1252,3,19,2,4,1,3,3,8,2,3,7642,4814,1,2,4,0,10,3,10,0,9,0
50,1,881,2,2,4,2,1,3,4,3,1,1,17924,4544,1,1,4,1,31,3,31,6,7,0
39,3,1383,1,2,3,2,4,2,2,4,4,2,5204,7790,8,1,3,2,13,3,5,4,4,0
33,3,1075,1,3,2,1,4,3,1,4,2,1,2277,22650,3,2,3,1,7,4,4,3,3,0
32,3,374,2,25,4,2,1,3,1,2,4,3,2795,18016,1,2,3,0,1,1,1,0,1,1
29,3,1086,2,7,1,4,1,2,1,2,4,1,2532,6054,6,1,3,3,8,3,4,3,3,0
44,3,661,2,9,2,2,2,3,1,7,1,2,2559,7508,1,2,4,0,8,3,8,7,1,0
28,3,821,3,5,4,4,1,3,2,8,4,3,4908,24252,1,1,2,0,4,3,4,2,2,0
58,2,781,2,2,1,2,4,2,1,2,4,1,2380,13384,9,2,4,1,3,2,1,0,0,1
43,3,177,2,8,3,2,1,3,2,5,2,1,4765,23814,4,1,3,1,4,4,1,0,0,0
20,3,500,3,2,3,4,3,2,1,9,3,3,2044,22052,1,1,4,0,2,2,2,2,2,1
21,3,1427,2,18,1,5,4,3,1,7,4,3,2693,8870,1,1,1,0,1,2,1,0,0,1
36,3,1425,2,14,1,2,3,3,2,1,4,2,6586,4821,0,2,1,1,17,2,16,8,11,0
47,3,1454,3,2,4,2,4,2,1,9,4,3,3294,13137,1,2,1,0,3,2,3,2,2,0
22,3,617,2,3,1,2,2,3,2,5,3,2,4171,10022,0,2,1,1,4,4,3,2,2,1
41,3,1085,2,2,4,2,2,1,1,2,4,1,2778,17725,4,2,3,1,10,2,7,7,0,1
28,3,995,2,9,3,4,3,3,1,7,3,1,2377,9834,5,1,2,1,6,3,2,2,2,0
39,3,1122,2,6,3,4,4,3,1,2,1,2,2404,4303,7,2,4,0,8,1,2,2,2,1
27,3,618,2,4,3,2,2,3,1,7,3,3,2318,17808,1,1,3,0,1,3,1,1,0,0
34,3,546,2,10,3,2,2,3,1,2,2,1,2008,6896,1,1,2,2,1,3,1,0,0,0
42,3,462,3,14,2,4,3,2,2,8,3,3,6244,7824,7,1,1,0,10,3,5,4,3,0
33,3,1198,2,1,4,5,3,2,1,7,1,3,2799,3339,3,2,2,0,6,3,3,2,2,0
58,3,1272,2,5,3,6,3,2,3,1,2,1,10552,9255,2,2,4,1,24,3,6,0,4,0
31,3,154,3,7,4,2,2,2,1,9,3,2,2329,11737,3,1,2,0,13,4,7,7,2,0
35,3,1137,2,21,1,2,4,3,2,1,4,2,4014,19170,1,2,4,1,10,1,10,6,7,0
49,3,527,2,8,2,5,1,3,3,2,2,2,7403,22477,4,1,3,1,29,2,26,9,7,0
48,3,1469,2,20,4,4,4,3,1,7,3,2,2259,5543,4,1,1,2,13,2,0,0,0,0
31,1,1188,3,20,2,3,4,3,2,8,3,2,6932,24406,1,1,4,1,9,2,9,8,0,0
36,3,188,2,7,4,5,2,3,1,7,4,3,4678,23293,2,1,3,0,8,3,6,2,1,0
38,3,1333,2,1,3,6,4,3,3,6,1,2,13582,16292,1,1,2,1,15,3,15,12,11,0
32,1,1184,2,1,3,2,3,2,1,2,2,2,2332,3974,6,1,3,0,5,3,3,0,2,0
25,3,867,3,19,2,3,3,2,1,9,2,2,2413,18798,1,2,3,3,1,3,1,0,0,1
40,3,658,3,10,4,3,1,2,3,8,2,1,9705,20652,2,1,2,1,11,2,1,0,0,0
26,2,1283,3,1,3,4,3,2,2,8,1,3,4294,11148,1,1,2,0,7,3,7,7,7,0
41,3,263,2,6,3,4,4,3,1,2,1,3,4721,3119,2,2,3,0,20,3,18,13,17,0
36,3,938,2,2,4,4,3,3,1,2,3,3,2519,12287,4,1,3,0,16,3,11,8,9,0
19,3,419,3,21,3,5,4,2,1,9,2,3,2121,9947,1,2,2,0,1,4,1,0,0,1
20,3,129,2,4,3,6,1,3,1,2,1,3,2973,13008,1,1,2,0,1,3,1,0,0,1
31,3,616,2,12,3,4,4,3,2,1,4,2,5855,17369,0,2,3,2,10,1,9,7,5,0
40,2,1469,2,9,4,4,4,3,1,7,2,1,3617,25063,8,2,4,1,3,3,1,1,0,0
32,3,498,2,3,4,4,3,3,2,5,1,2,6725,13554,1,1,3,1,8,4,8,7,3,0
36,3,530,3,3,1,2,3,2,3,8,4,2,10325,5518,1,2,1,1,16,3,16,7,7,1
33,3,1069,2,1,3,2,2,2,2,1,4,3,6949,12291,0,1,1,0,6,3,5,0,4,0
37,3,625,3,1,4,2,1,2,3,8,3,2,10609,14922,5,1,3,0,17,1,14,1,7,1
45,1,805,2,4,2,2,3,3,2,2,2,2,4447,23163,1,1,2,0,9,2,9,7,8,0
29,2,1404,3,20,3,6,3,3,1,9,4,2,2157,18203,1,1,2,1,3,3,3,1,2,0
35,3,1219,3,18,3,4,3,3,2,8,3,2,4601,6179,1,1,2,0,5,3,5,2,0,0
52,3,1053,2,1,2,2,4,3,4,3,4,2,17099,13829,2,1,2,1,26,2,9,8,8,0
58,3,289,2,2,3,6,4,3,1,7,3,3,2479,26227,4,1,1,0,7,3,1,0,0,1
53,3,1376,3,2,2,4,3,3,4,3,3,1,14852,13938,6,1,3,1,22,4,17,13,2,0
30,3,231,3,8,2,5,3,3,3,8,3,1,7264,9977,5,1,1,1,10,4,8,4,7,0
38,1,152,3,10,3,6,3,3,2,8,4,3,5666,19899,1,2,2,0,6,3,5,3,3,0
35,3,882,3,3,4,2,4,3,3,8,4,1,7823,6812,6,1,2,1,12,3,10,9,8,0
39,3,903,3,2,5,2,1,4,3,8,3,3,7880,2560,0,1,4,0,9,3,8,7,7,0
40,1,1479,3,24,3,2,2,4,4,8,2,3,13194,17071,4,2,4,0,22,2,1,0,0,1
47,2,1379,2,16,4,4,3,4,2,5,3,1,5067,6759,1,2,3,0,20,4,19,10,7,0
36,1,1229,3,8,4,6,1,3,2,8,4,1,5079,25952,4,1,4,2,12,3,7,7,7,0
31,1,335,2,9,2,4,3,2,1,7,1,3,2321,10322,0,2,1,0,4,3,3,2,2,1
33,1,722,3,17,3,2,4,3,4,3,3,3,17444,20489,1,1,4,0,10,3,10,8,0,0
29,3,906,2,10,3,2,4,2,1,7,1,3,2404,11479,6,2,3,0,3,3,0,0,0,1
33,3,461,2,13,1,2,2,3,1,7,4,3,3452,17241,3,1,1,0,5,3,3,2,2,0
45,3,974,2,1,4,4,4,3,1,2,4,1,2270,11005,3,1,4,2,8,3,5,3,2,0
50,3,1126,2,1,2,4,4,3,4,6,4,1,17399,6615,9,1,3,1,32,2,5,4,3,0
33,2,827,2,1,4,5,3,4,2,1,2,2,5488,20161,1,2,1,1,6,3,6,5,2,0
41,2,840,2,9,3,4,1,3,5,6,3,1,19419,3735,2,1,2,1,21,4,18,16,11,0
27,3,1134,2,16,4,6,3,3,1,2,2,2,2811,12086,9,1,2,1,4,3,2,2,2,0
45,1,248,2,23,2,2,4,3,2,2,1,2,3633,14039,1,2,3,1,9,3,9,8,8,0
47,3,955,3,4,2,2,4,3,2,8,4,3,4163,8571,1,2,3,0,9,3,9,0,7,0
30,3,138,2,22,3,2,1,3,1,7,3,2,2132,11539,4,2,2,0,7,3,5,2,1,1
50,3,939,2,24,3,2,4,3,4,5,3,2,13973,4161,3,2,4,1,22,3,12,11,5,0
38,2,1391,2,10,1,4,3,3,1,7,3,2,2684,12127,0,1,2,1,3,2,2,1,2,0
46,3,566,2,7,2,4,4,3,3,5,3,1,10845,24208,6,1,2,1,13,3,8,7,7,0
24,3,1206,2,17,1,4,4,2,2,5,3,1,4377,24117,1,1,2,2,5,3,4,2,2,0
35,3,622,2,14,4,5,3,2,1,2,2,1,3743,10074,1,2,4,1,5,1,4,2,2,1
31,2,853,2,1,1,2,3,3,2,5,1,2,4148,11275,1,1,3,1,4,3,4,3,3,0
18,1,287,2,5,2,2,2,3,1,7,4,3,1051,13493,1,1,4,0,0,3,0,0,0,0
54,3,1441,2,17,3,6,3,3,3,5,3,2,10739,13943,8,1,3,1,22,3,10,7,8,0
35,3,583,2,25,4,4,3,3,3,1,3,1,10388,6975,1,2,3,1,16,2,16,10,1,0
30,3,153,2,8,2,2,2,4,3,6,1,2,11416,17802,0,2,3,3,9,2,8,7,7,0
20,3,1097,2,11,3,4,4,2,1,7,1,3,2600,18275,1,2,1,0,1,3,1,0,0,1
30,2,109,2,5,3,4,2,3,1,2,2,3,2422,25725,0,1,1,0,4,3,3,2,2,1
26,3,1066,2,2,2,4,4,4,2,5,4,2,5472,3334,1,1,2,0,8,3,8,7,3,0
22,3,217,2,8,1,2,2,1,1,2,1,2,2451,6881,1,1,1,1,4,2,4,3,1,0
48,3,277,2,6,3,2,1,2,2,1,3,3,4240,13119,2,1,4,0,19,3,2,2,2,0
48,3,1355,2,4,4,2,3,2,3,1,3,3,10999,22245,7,1,2,0,27,3,15,11,8,0
41,3,549,2,7,2,4,4,3,2,5,3,3,5003,23371,6,1,2,0,8,3,2,2,1,0
39,3,466,2,1,1,2,4,2,4,5,4,2,12742,7060,1,1,3,1,21,3,21,6,8,0
27,3,1055,2,2,4,2,1,3,2,5,4,2,4227,4658,0,1,2,1,4,3,3,2,2,0
35,3,802,2,10,3,5,2,3,1,2,4,1,3917,9541,1,1,1,1,3,2,3,2,2,0
42,3,265,3,5,2,3,4,3,5,3,3,2,18303,7770,6,1,2,0,21,4,1,0,0,0
50,3,804,2,9,3,2,1,3,1,2,4,2,2380,20165,4,1,2,0,8,3,1,0,0,0
59,3,715,2,2,3,2,3,2,4,5,4,3,13726,21829,3,2,1,0,30,3,5,3,3,0
37,3,1141,2,11,2,4,1,1,2,1,2,2,4777,14382,5,1,1,0,15,1,1,0,0,1
55,2,135,2,18,4,4,3,3,2,1,2,2,6385,12992,3,2,4,2,17,3,8,7,7,0
41,1,247,2,7,1,2,2,1,5,6,3,1,19973,20284,1,1,2,2,21,3,21,16,10,0
38,3,1035,3,3,4,2,2,3,2,8,4,3,6861,4981,8,2,3,0,19,3,1,0,0,0
26,1,265,3,29,2,4,2,1,2,8,1,3,4969,21813,8,1,4,0,7,3,2,2,2,1
52,3,266,3,2,1,3,1,1,5,3,4,2,19845,25846,1,1,4,1,33,3,32,14,9,1
44,3,1448,3,28,3,4,4,4,4,8,4,2,13320,11737,3,2,3,1,23,3,12,11,11,0
50,1,145,3,1,3,2,4,3,2,8,3,2,6347,24920,0,1,1,1,19,3,18,7,13,0
36,3,885,2,16,4,2,3,4,1,2,1,3,2743,8269,1,1,3,0,18,3,17,13,14,1
39,2,945,2,22,3,4,4,3,3,5,1,3,10880,5083,1,2,3,0,21,3,21,6,8,0
33,1,1038,3,8,1,2,2,2,1,9,4,3,2342,21437,0,1,4,0,3,2,2,2,2,0
45,3,1234,3,11,2,2,4,3,4,3,4,2,17650,5404,3,1,2,1,26,4,9,3,1,0
32,1,1109,2,29,4,4,4,3,1,2,3,3,4025,11135,9,1,2,0,10,3,8,7,7,0
34,3,216,3,1,4,3,2,4,2,8,4,1,9725,12278,0,1,4,1,16,2,15,1,9,0
59,3,1089,3,1,2,6,2,3,3,3,4,2,11904,11038,3,2,3,1,14,1,6,4,4,0
45,3,788,1,24,4,4,2,3,1,4,2,3,2177,8318,1,1,1,0,6,3,6,3,4,0
53,2,124,3,2,3,3,3,2,3,8,2,2,7525,23537,2,1,1,1,30,3,15,7,12,0
36,3,660,2,15,3,5,1,3,2,2,3,1,4834,7858,7,1,2,1,9,2,1,0,0,1
26,2,342,2,2,3,2,1,3,1,7,1,2,2042,15346,6,2,2,1,6,3,3,2,2,1
34,3,1333,3,10,4,2,3,3,1,9,3,2,2220,18410,1,2,4,1,1,3,1,1,0,0
28,3,1144,3,10,1,4,4,3,1,9,2,2,1052,23384,1,1,2,0,1,3,1,0,0,0
38,2,1186,2,3,4,5,3,3,1,7,3,2,2821,2997,3,1,1,1,8,3,2,2,2,0
50,3,1464,2,2,4,4,2,3,5,6,3,2,19237,12853,2,2,4,1,29,2,8,1,7,0
37,3,124,2,3,3,5,4,3,2,1,2,3,4107,13848,3,1,1,0,8,2,4,3,1,0
40,3,300,3,26,3,3,3,3,2,8,1,2,8396,22217,1,1,2,1,8,2,7,7,5,0
26,2,921,2,1,1,4,1,2,1,7,3,1,2007,25265,1,1,3,2,5,3,5,3,3,0
46,3,430,2,1,4,4,4,3,5,6,4,1,19627,21445,9,1,4,2,23,3,2,2,2,0
54,3,1082,3,2,4,2,3,2,3,8,3,2,10686,8392,6,1,2,1,13,3,9,4,0,0
56,2,1240,2,9,3,4,1,3,1,7,3,2,2942,12154,2,1,2,1,18,3,5,4,3,0
36,3,796,2,12,5,4,4,2,3,5,4,3,8858,15669,0,1,2,0,15,2,14,8,8,0
55,1,444,2,2,1,4,3,2,4,3,1,3,16756,17323,7,1,2,0,31,4,9,7,2,0
43,3,415,3,25,3,4,3,2,3,8,4,1,10798,5268,5,1,3,1,18,3,1,0,0,0
20,2,769,3,9,3,3,4,3,1,9,4,3,2323,17205,1,2,2,0,2,3,2,2,2,1
21,3,1334,2,10,3,2,3,2,1,2,1,3,1416,17258,1,1,1,0,1,2,1,0,0,1
46,3,1003,2,8,4,2,4,2,2,7,1,1,4615,21029,8,2,1,3,19,3,16,13,7,0
51,3,1323,2,4,4,2,1,3,1,7,3,2,2461,10332,9,2,3,3,18,4,10,0,7,1
28,1,1366,2,24,2,6,2,2,3,1,1,3,8722,12355,1,1,1,0,10,2,10,7,9,1
26,3,192,2,1,2,4,1,2,1,2,1,2,3955,11141,1,1,1,2,6,3,5,3,3,0
30,3,1176,2,20,3,5,3,3,2,5,1,2,9957,9096,0,1,3,1,7,2,6,2,2,0
41,3,509,2,7,2,6,2,4,1,7,3,2,3376,18863,1,1,3,0,10,3,10,6,8,0
38,3,330,2,17,1,2,3,2,3,1,3,2,8823,24608,0,1,1,1,20,2,19,9,9,0
